chrom	start	end	strand	source	field_type	gene_type	gene_status	gene_name	transcript_type	transcript_status	transcript_name	gene_id	transcript_id
chr16	30080899	30081738	+	HAVANA	transcript	protein_coding	KNOWN	ALDOA	protein_coding	PUTATIVE	ALDOA-028	ENSG00000149925.12	ENST00000565355.1
chr16	30087311	30096698	+	HAVANA	transcript	protein_coding	KNOWN	PPP4C	protein_coding	KNOWN	PPP4C-001	ENSG00000149923.9	ENST00000279387.7
chr16	30087339	30096362	+	HAVANA	transcript	protein_coding	KNOWN	PPP4C	protein_coding	NOVEL	PPP4C-014	ENSG00000149923.9	ENST00000562664.1
chr16	30087353	30096094	+	HAVANA	transcript	protein_coding	KNOWN	PPP4C	protein_coding	NOVEL	PPP4C-007	ENSG00000149923.9	ENST00000562222.1
chr16	30087546	30096639	+	HAVANA	transcript	protein_coding	KNOWN	PPP4C	protein_coding	KNOWN	PPP4C-008	ENSG00000149923.9	ENST00000561610.1
chr16	30097114	30103205	-	HAVANA	transcript	protein_coding	KNOWN	TBX6	protein_coding	KNOWN	TBX6-001	ENSG00000149922.6	ENST00000395224.2
chr16	30097117	30102570	-	ENSEMBL	transcript	protein_coding	KNOWN	TBX6	protein_coding	KNOWN	TBX6-201	ENSG00000149922.6	ENST00000279386.2
chr16	30099237	30103208	-	HAVANA	transcript	protein_coding	KNOWN	TBX6	protein_coding	PUTATIVE	TBX6-002	ENSG00000149922.6	ENST00000553607.1
chr16	30103635	30107521	-	HAVANA	transcript	protein_coding	KNOWN	YPEL3	protein_coding	KNOWN	YPEL3-001	ENSG00000090238.7	ENST00000398841.1
chr16	30103661	30107491	-	HAVANA	transcript	protein_coding	KNOWN	YPEL3	protein_coding	PUTATIVE	YPEL3-010	ENSG00000090238.7	ENST00000566134.1
chr16	30103670	30107565	-	HAVANA	transcript	protein_coding	KNOWN	YPEL3	protein_coding	KNOWN	YPEL3-002	ENSG00000090238.7	ENST00000398838.4
chr16	30103898	30108236	-	HAVANA	transcript	protein_coding	KNOWN	YPEL3	protein_coding	KNOWN	YPEL3-008	ENSG00000090238.7	ENST00000563788.1
chr16	30103958	30108233	-	HAVANA	transcript	protein_coding	KNOWN	YPEL3	protein_coding	KNOWN	YPEL3-007	ENSG00000090238.7	ENST00000566595.1
chr16	30104082	30107516	-	HAVANA	transcript	protein_coding	KNOWN	YPEL3	protein_coding	KNOWN	YPEL3-009	ENSG00000090238.7	ENST00000565110.1
chr16	30105083	30107333	-	HAVANA	transcript	protein_coding	KNOWN	YPEL3	protein_coding	PUTATIVE	YPEL3-003	ENSG00000090238.7	ENST00000562641.1
chr16	30116131	30125177	-	HAVANA	transcript	protein_coding	KNOWN	GDPD3	protein_coding	KNOWN	GDPD3-001	ENSG00000102886.10	ENST00000406256.3
chr16	30116165	30122717	-	HAVANA	transcript	protein_coding	KNOWN	GDPD3	protein_coding	PUTATIVE	GDPD3-005	ENSG00000102886.10	ENST00000566613.1
chr16	30125426	30134615	-	HAVANA	transcript	protein_coding	KNOWN	MAPK3	protein_coding	KNOWN	MAPK3-001	ENSG00000102882.7	ENST00000263025.4
chr16	30125427	30134289	-	HAVANA	transcript	protein_coding	KNOWN	MAPK3	protein_coding	PUTATIVE	MAPK3-003	ENSG00000102882.7	ENST00000484663.1
chr16	30125427	30134630	-	ENSEMBL	transcript	protein_coding	KNOWN	MAPK3	protein_coding	KNOWN	MAPK3-201	ENSG00000102882.7	ENST00000322266.5
chr16	30125427	30134630	-	ENSEMBL	transcript	protein_coding	KNOWN	MAPK3	protein_coding	KNOWN	MAPK3-202	ENSG00000102882.7	ENST00000403394.1
chr16	30127956	30134471	-	HAVANA	transcript	protein_coding	KNOWN	MAPK3	protein_coding	PUTATIVE	MAPK3-011	ENSG00000102882.7	ENST00000395200.1
chr16	30127989	30134530	-	HAVANA	transcript	protein_coding	KNOWN	MAPK3	protein_coding	KNOWN	MAPK3-004	ENSG00000102882.7	ENST00000395202.1
chr16	30128010	30134311	-	HAVANA	transcript	protein_coding	KNOWN	MAPK3	protein_coding	PUTATIVE	MAPK3-009	ENSG00000102882.7	ENST00000478356.1
chr16	30128158	30134530	-	HAVANA	transcript	protein_coding	KNOWN	MAPK3	protein_coding	NOVEL	MAPK3-006	ENSG00000102882.7	ENST00000395199.3
chr16	30129424	30134827	-	HAVANA	transcript	protein_coding	KNOWN	MAPK3	protein_coding	PUTATIVE	MAPK3-007	ENSG00000102882.7	ENST00000481230.1
chr16	30194148	30198815	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	NOVEL	CORO1A-016	ENSG00000102879.11	ENST00000563778.1
chr16	30194308	30198454	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	PUTATIVE	CORO1A-017	ENSG00000102879.11	ENST00000561815.1
chr16	30194743	30200397	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	KNOWN	CORO1A-001	ENSG00000102879.11	ENST00000219150.5
chr16	30194930	30200285	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	KNOWN	CORO1A-002	ENSG00000102879.11	ENST00000570045.1
chr16	30194940	30200355	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	NOVEL	CORO1A-005	ENSG00000102879.11	ENST00000565497.1
chr16	30194942	30199150	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	NOVEL	CORO1A-010	ENSG00000102879.11	ENST00000570244.1
chr16	30195146	30198259	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	KNOWN	CORO1A-011	ENSG00000102879.11	ENST00000569203.1
chr16	30196069	30198404	+	HAVANA	transcript	protein_coding	KNOWN	CORO1A	protein_coding	KNOWN	CORO1A-013	ENSG00000102879.11	ENST00000569970.1
chr16	30204255	30204987	-	HAVANA	transcript	protein_coding	KNOWN	BOLA2B	protein_coding	PUTATIVE	BOLA2B-002	ENSG00000169627.7	ENST00000569282.1
chr16	30204255	30205018	-	HAVANA	transcript	protein_coding	KNOWN	BOLA2B	protein_coding	PUTATIVE	BOLA2B-004	ENSG00000169627.7	ENST00000567436.1
chr16	30204256	30205627	-	HAVANA	transcript	protein_coding	KNOWN	BOLA2B	protein_coding	KNOWN	BOLA2B-001	ENSG00000169627.7	ENST00000305321.4
chr16	30205225	30208882	+	HAVANA	transcript	protein_coding	KNOWN	SLX1A	protein_coding	KNOWN	SLX1A-004	ENSG00000132207.13	ENST00000345535.4
chr16	30205238	30208882	+	HAVANA	transcript	protein_coding	KNOWN	SLX1A	protein_coding	KNOWN	SLX1A-001	ENSG00000132207.13	ENST00000251303.6
chr16	30205754	30215627	+	ENSEMBL	transcript	protein_coding	KNOWN	SULT1A3	protein_coding	KNOWN	SULT1A3-201	ENSG00000261052.1	ENST00000354723.6
chr16	30205820	30215622	+	ENSEMBL	transcript	protein_coding	KNOWN	SULT1A3	protein_coding	KNOWN	SULT1A3-202	ENSG00000261052.1	ENST00000355544.5
chr16	30207122	30215329	+	ENSEMBL	transcript	protein_coding	KNOWN	SULT1A3	protein_coding	KNOWN	SULT1A3-203	ENSG00000261052.1	ENST00000395137.2
chr16	30210552	30215349	+	HAVANA	transcript	protein_coding	KNOWN	SULT1A3	protein_coding	KNOWN	SULT1A3-004	ENSG00000261052.1	ENST00000338971.5
chr16	30211181	30215631	+	HAVANA	transcript	protein_coding	KNOWN	SULT1A3	protein_coding	KNOWN	SULT1A3-010	ENSG00000261052.1	ENST00000395138.2
chr16	30212050	30215241	+	HAVANA	transcript	protein_coding	KNOWN	SULT1A3	protein_coding	NOVEL	SULT1A3-001	ENSG00000261052.1	ENST00000563322.1
chr16	30212378	30215001	+	HAVANA	transcript	protein_coding	KNOWN	SULT1A3	protein_coding	NOVEL	SULT1A3-008	ENSG00000261052.1	ENST00000569485.1
chr16	30215637	30218503	-	HAVANA	transcript	protein_coding	NOVEL	RP11-347C12.3	protein_coding	PUTATIVE	RP11-347C12.3-001	ENSG00000258130.3	ENST00000550538.1
chr16	30215805	30217365	-	HAVANA	transcript	protein_coding	NOVEL	RP11-347C12.3	protein_coding	PUTATIVE	RP11-347C12.3-003	ENSG00000258130.3	ENST00000568353.2
chr16	30216043	30217483	-	HAVANA	transcript	protein_coding	NOVEL	RP11-347C12.3	protein_coding	PUTATIVE	RP11-347C12.3-002	ENSG00000258130.3	ENST00000549390.1
chr16	30234258	30257122	-	HAVANA	transcript	protein_coding	NOVEL	RP11-347C12.1	protein_coding	PUTATIVE	RP11-347C12.1-001	ENSG00000198064.9	ENST00000520915.1
chr16	30234303	30237150	-	ENSEMBL	transcript	protein_coding	NOVEL	RP11-347C12.1	protein_coding	KNOWN	RP11-347C12.1-201	ENSG00000198064.9	ENST00000543463.1
chr16	30246769	30265831	-	HAVANA	transcript	protein_coding	NOVEL	RP11-347C12.1	protein_coding	PUTATIVE	RP11-347C12.1-003	ENSG00000198064.9	ENST00000568053.1
chr16	30362087	30366682	-	HAVANA	transcript	protein_coding	KNOWN	CD2BP2	protein_coding	KNOWN	CD2BP2-001	ENSG00000169217.4	ENST00000305596.3
chr16	30364168	30366255	-	HAVANA	transcript	protein_coding	KNOWN	CD2BP2	protein_coding	KNOWN	CD2BP2-002	ENSG00000169217.4	ENST00000569466.1
chr16	30368423	30381585	-	HAVANA	transcript	protein_coding	KNOWN	TBC1D10B	protein_coding	KNOWN	TBC1D10B-001	ENSG00000169221.9	ENST00000409939.3
chr16	30369415	30376533	-	HAVANA	transcript	protein_coding	KNOWN	TBC1D10B	protein_coding	PUTATIVE	TBC1D10B-007	ENSG00000169221.9	ENST00000490703.1
chr16	30382255	30388019	+	HAVANA	transcript	protein_coding	KNOWN	MYLPF	protein_coding	KNOWN	MYLPF-002	ENSG00000180209.7	ENST00000563718.1
chr16	30383639	30389023	+	HAVANA	transcript	protein_coding	KNOWN	MYLPF	protein_coding	KNOWN	MYLPF-005	ENSG00000180209.7	ENST00000568749.1
chr16	30386098	30389312	+	HAVANA	transcript	protein_coding	KNOWN	MYLPF	protein_coding	KNOWN	MYLPF-001	ENSG00000180209.7	ENST00000322861.7
chr16	30387141	30389225	+	HAVANA	transcript	protein_coding	KNOWN	MYLPF	protein_coding	NOVEL	MYLPF-003	ENSG00000180209.7	ENST00000566955.1
chr16	30389427	30406776	+	HAVANA	transcript	protein_coding	KNOWN	ZNF48	protein_coding	PUTATIVE	ZNF48-004	ENSG00000180035.6	ENST00000495929.3
chr16	30389633	30409012	+	HAVANA	transcript	protein_coding	KNOWN	ZNF48	protein_coding	KNOWN	ZNF48-003	ENSG00000180035.6	ENST00000528032.1
chr16	30406433	30409001	+	HAVANA	transcript	protein_coding	KNOWN	ZNF48	protein_coding	KNOWN	ZNF48-002	ENSG00000180035.6	ENST00000524644.1
chr16	30406740	30411429	+	HAVANA	transcript	protein_coding	KNOWN	ZNF48	protein_coding	KNOWN	ZNF48-001	ENSG00000180035.6	ENST00000320159.2
chr16	30389454	30394171	-	HAVANA	transcript	protein_coding	KNOWN	SEPT1	protein_coding	KNOWN	SEPT1-001	ENSG00000180096.7	ENST00000321367.3
chr16	30389457	30394171	-	ENSEMBL	transcript	protein_coding	KNOWN	SEPT1	protein_coding	KNOWN	SEPT1-201	ENSG00000180096.7	ENST00000571393.1
chr16	30389931	30393752	-	HAVANA	transcript	protein_coding	KNOWN	SEPT1	protein_coding	PUTATIVE	SEPT1-004	ENSG00000180096.7	ENST00000566517.1
chr16	30389755	30393863	-	ENSEMBL	transcript	protein_coding	KNOWN	SEPT1	protein_coding	KNOWN	SEPT1-202	ENSG00000270466.1	ENST00000605106.1
chr16	30418618	30430728	+	HAVANA	transcript	protein_coding	KNOWN	ZNF771	protein_coding	KNOWN	ZNF771-001	ENSG00000179965.7	ENST00000319296.5
chr16	30418735	30429915	+	HAVANA	transcript	protein_coding	KNOWN	ZNF771	protein_coding	KNOWN	ZNF771-201	ENSG00000179965.7	ENST00000434417.1
chr16	30418950	30440920	+	HAVANA	transcript	protein_coding	KNOWN	ZNF771	protein_coding	NOVEL	ZNF771-003	ENSG00000179965.7	ENST00000566625.1
chr16	30419352	30425930	+	HAVANA	transcript	protein_coding	KNOWN	ZNF771	protein_coding	NOVEL	ZNF771-002	ENSG00000179965.7	ENST00000564550.1
chr16	30434940	30441396	-	HAVANA	transcript	protein_coding	KNOWN	DCTPP1	protein_coding	KNOWN	DCTPP1-001	ENSG00000179958.4	ENST00000319285.4
chr16	30435019	30441351	-	HAVANA	transcript	protein_coding	KNOWN	DCTPP1	protein_coding	NOVEL	DCTPP1-002	ENSG00000179958.4	ENST00000567983.1
chr16	30435235	30440610	-	HAVANA	transcript	protein_coding	KNOWN	DCTPP1	protein_coding	PUTATIVE	DCTPP1-005	ENSG00000179958.4	ENST00000568434.1
chr16	30435300	30441121	-	HAVANA	transcript	protein_coding	KNOWN	DCTPP1	protein_coding	PUTATIVE	DCTPP1-004	ENSG00000179958.4	ENST00000568973.1
chr16	30435355	30441313	-	HAVANA	transcript	protein_coding	KNOWN	DCTPP1	protein_coding	PUTATIVE	DCTPP1-003	ENSG00000179958.4	ENST00000565758.1
chr16	30454952	30457502	-	HAVANA	transcript	protein_coding	KNOWN	SEPHS2	protein_coding	KNOWN	SEPHS2-001	ENSG00000179918.15	ENST00000478753.2
chr16	30454960	30457224	-	ENSEMBL	transcript	protein_coding	KNOWN	SEPHS2	protein_coding	KNOWN	SEPHS2-202	ENSG00000179918.15	ENST00000542752.1
chr16	30455702	30457048	-	ENSEMBL	transcript	protein_coding	KNOWN	SEPHS2	protein_coding	KNOWN	SEPHS2-201	ENSG00000179918.15	ENST00000500504.2
chr16	30483979	30534506	+	HAVANA	transcript	protein_coding	KNOWN	ITGAL	protein_coding	KNOWN	ITGAL-001	ENSG00000005844.13	ENST00000356798.6
chr16	30484050	30534289	+	HAVANA	transcript	protein_coding	KNOWN	ITGAL	protein_coding	KNOWN	ITGAL-002	ENSG00000005844.13	ENST00000358164.5
chr16	30484071	30495285	+	HAVANA	transcript	protein_coding	KNOWN	ITGAL	protein_coding	PUTATIVE	ITGAL-007	ENSG00000005844.13	ENST00000564118.1
chr16	30484071	30495454	+	ENSEMBL	transcript	protein_coding	KNOWN	ITGAL	protein_coding	KNOWN	ITGAL-201	ENSG00000005844.13	ENST00000454514.2
chr16	30484072	30533100	+	HAVANA	transcript	protein_coding	KNOWN	ITGAL	protein_coding	NOVEL	ITGAL-004	ENSG00000005844.13	ENST00000433423.2
chr16	30485322	30490495	+	HAVANA	transcript	protein_coding	KNOWN	ITGAL	protein_coding	PUTATIVE	ITGAL-008	ENSG00000005844.13	ENST00000569725.1
chr16	30535325	30537910	-	HAVANA	transcript	protein_coding	KNOWN	ZNF768	protein_coding	KNOWN	ZNF768-001	ENSG00000169957.8	ENST00000380412.5
chr16	30535454	30538142	-	HAVANA	transcript	protein_coding	KNOWN	ZNF768	protein_coding	PUTATIVE	ZNF768-002	ENSG00000169957.8	ENST00000562803.1
chr16	30537244	30546173	-	ENSEMBL	transcript	protein_coding	KNOWN	ZNF747	protein_coding	KNOWN	ZNF747-201	ENSG00000169955.6	ENST00000535210.1
chr16	30541688	30546239	-	HAVANA	transcript	protein_coding	KNOWN	ZNF747	protein_coding	KNOWN	ZNF747-002	ENSG00000169955.6	ENST00000395094.3
chr16	30541688	30546668	-	HAVANA	transcript	protein_coding	KNOWN	ZNF747	protein_coding	KNOWN	ZNF747-001	ENSG00000169955.6	ENST00000252799.3
chr16	30543627	30546325	-	HAVANA	transcript	protein_coding	KNOWN	ZNF747	protein_coding	PUTATIVE	ZNF747-003	ENSG00000169955.6	ENST00000568028.1
chr16	30545548	30569600	-	HAVANA	transcript	protein_coding	PUTATIVE	AC002310.13	protein_coding	PUTATIVE	AC002310.13-001	ENSG00000260869.1	ENST00000568114.1
chr16	30565085	30569584	-	HAVANA	transcript	protein_coding	KNOWN	ZNF764	protein_coding	KNOWN	ZNF764-001	ENSG00000169951.5	ENST00000252797.2
chr16	30565085	30569819	-	HAVANA	transcript	protein_coding	KNOWN	ZNF764	protein_coding	KNOWN	ZNF764-002	ENSG00000169951.5	ENST00000395091.2
chr16	30580667	30584055	-	HAVANA	transcript	protein_coding	KNOWN	ZNF688	protein_coding	KNOWN	ZNF688-001	ENSG00000229809.4	ENST00000223459.6
chr16	30581028	30583728	-	ENSEMBL	transcript	protein_coding	KNOWN	ZNF688	protein_coding	KNOWN	ZNF688-201	ENSG00000229809.4	ENST00000395219.1
chr16	30581264	30584055	-	HAVANA	transcript	protein_coding	KNOWN	ZNF688	protein_coding	KNOWN	ZNF688-002	ENSG00000229809.4	ENST00000563276.1
chr16	30581541	30582641	-	HAVANA	transcript	protein_coding	KNOWN	ZNF688	protein_coding	NOVEL	ZNF688-009	ENSG00000229809.4	ENST00000566632.1
chr16	30582055	30582973	-	HAVANA	transcript	protein_coding	KNOWN	ZNF688	protein_coding	PUTATIVE	ZNF688-003	ENSG00000229809.4	ENST00000567855.1
chr16	30582220	30582956	-	HAVANA	transcript	protein_coding	KNOWN	ZNF688	protein_coding	PUTATIVE	ZNF688-005	ENSG00000229809.4	ENST00000563707.1
chr16	30590294	30597090	-	HAVANA	transcript	protein_coding	KNOWN	ZNF785	protein_coding	KNOWN	ZNF785-003	ENSG00000197162.8	ENST00000470110.1
chr16	30591977	30597092	-	HAVANA	transcript	protein_coding	KNOWN	ZNF785	protein_coding	KNOWN	ZNF785-001	ENSG00000197162.8	ENST00000395216.2
chr16	30594450	30596818	-	HAVANA	transcript	protein_coding	KNOWN	ZNF785	protein_coding	PUTATIVE	ZNF785-004	ENSG00000197162.8	ENST00000567773.1
chr16	30613879	30621700	-	HAVANA	transcript	protein_coding	KNOWN	ZNF689	protein_coding	KNOWN	ZNF689-001	ENSG00000156853.7	ENST00000287461.3
chr16	30662050	30666019	+	HAVANA	transcript	protein_coding	KNOWN	PRR14	protein_coding	KNOWN	PRR14-008	ENSG00000156858.7	ENST00000568754.1
chr16	30662099	30664163	+	HAVANA	transcript	protein_coding	KNOWN	PRR14	protein_coding	KNOWN	PRR14-009	ENSG00000156858.7	ENST00000569864.1
chr16	30662188	30667761	+	HAVANA	transcript	protein_coding	KNOWN	PRR14	protein_coding	KNOWN	PRR14-001	ENSG00000156858.7	ENST00000300835.4
chr16	30662511	30667734	+	HAVANA	transcript	protein_coding	KNOWN	PRR14	protein_coding	KNOWN	PRR14-007	ENSG00000156858.7	ENST00000542965.2
chr16	30669752	30682135	+	HAVANA	transcript	protein_coding	KNOWN	FBRS	protein_coding	KNOWN	FBRS-001	ENSG00000156860.11	ENST00000356166.6
chr16	30671243	30682130	+	ENSEMBL	transcript	protein_coding	KNOWN	FBRS	protein_coding	KNOWN	FBRS-203	ENSG00000156860.11	ENST00000568722.1
chr16	30675778	30682131	+	ENSEMBL	transcript	protein_coding	KNOWN	FBRS	protein_coding	KNOWN	FBRS-201	ENSG00000156860.11	ENST00000287468.5
chr16	30675778	30681622	+	ENSEMBL	transcript	protein_coding	KNOWN	FBRS	protein_coding	KNOWN	FBRS-202	ENSG00000156860.11	ENST00000395073.2
chr16	30709530	30715630	+	HAVANA	transcript	protein_coding	KNOWN	SRCAP	protein_coding	KNOWN	SRCAP-004	ENSG00000080603.12	ENST00000411466.2
chr16	30710462	30751450	+	HAVANA	transcript	protein_coding	KNOWN	SRCAP	protein_coding	KNOWN	SRCAP-001	ENSG00000080603.12	ENST00000262518.4
chr16	30710462	30751449	+	ENSEMBL	transcript	protein_coding	KNOWN	SRCAP	protein_coding	KNOWN	SRCAP-202	ENSG00000080603.12	ENST00000395059.2
chr16	30710462	30751449	+	ENSEMBL	transcript	protein_coding	KNOWN	SRCAP	protein_coding	KNOWN	SRCAP-201	ENSG00000080603.12	ENST00000344771.4
chr16	30759591	30772490	+	HAVANA	transcript	protein_coding	KNOWN	PHKG2	protein_coding	KNOWN	PHKG2-001	ENSG00000156873.11	ENST00000563588.1
chr16	30759614	30767804	+	HAVANA	transcript	protein_coding	KNOWN	PHKG2	protein_coding	KNOWN	PHKG2-012	ENSG00000156873.11	ENST00000565924.1
chr16	30759620	30771712	+	HAVANA	transcript	protein_coding	KNOWN	PHKG2	protein_coding	KNOWN	PHKG2-002	ENSG00000156873.11	ENST00000424889.3
chr16	30759761	30768652	+	HAVANA	transcript	protein_coding	KNOWN	PHKG2	protein_coding	NOVEL	PHKG2-004	ENSG00000156873.11	ENST00000328273.7
chr16	30759872	30767838	+	HAVANA	transcript	protein_coding	KNOWN	PHKG2	protein_coding	KNOWN	PHKG2-009	ENSG00000156873.11	ENST00000565897.1
chr16	30764553	30766586	+	HAVANA	transcript	protein_coding	KNOWN	PHKG2	protein_coding	PUTATIVE	PHKG2-011	ENSG00000156873.11	ENST00000561712.1
chr16	30768744	30771740	-	HAVANA	transcript	protein_coding	KNOWN	C16orf93	protein_coding	PUTATIVE	C16orf93-012	ENSG00000196118.7	ENST00000544613.1
chr16	30768746	30771045	-	HAVANA	transcript	protein_coding	KNOWN	C16orf93	protein_coding	PUTATIVE	C16orf93-011	ENSG00000196118.7	ENST00000535476.2
chr16	30768788	30773400	-	HAVANA	transcript	protein_coding	KNOWN	C16orf93	protein_coding	NOVEL	C16orf93-005	ENSG00000196118.7	ENST00000541260.1
chr16	30768788	30774031	-	HAVANA	transcript	protein_coding	KNOWN	C16orf93	protein_coding	KNOWN	C16orf93-003	ENSG00000196118.7	ENST00000543610.1
chr16	30771358	30773399	-	HAVANA	transcript	protein_coding	KNOWN	C16orf93	protein_coding	PUTATIVE	C16orf93-006	ENSG00000196118.7	ENST00000545825.1
chr16	30773066	30774771	+	HAVANA	transcript	protein_coding	KNOWN	RNF40	protein_coding	KNOWN	RNF40-012	ENSG00000103549.17	ENST00000563909.1
chr16	30773318	30787628	+	HAVANA	transcript	protein_coding	KNOWN	RNF40	protein_coding	KNOWN	RNF40-001	ENSG00000103549.17	ENST00000324685.6
chr16	30773610	30774826	+	HAVANA	transcript	protein_coding	KNOWN	RNF40	protein_coding	KNOWN	RNF40-013	ENSG00000103549.17	ENST00000566811.1
chr16	30773641	30785837	+	ENSEMBL	transcript	protein_coding	KNOWN	RNF40	protein_coding	KNOWN	RNF40-201	ENSG00000103549.17	ENST00000402121.3
chr16	30773643	30777565	+	HAVANA	transcript	protein_coding	KNOWN	RNF40	protein_coding	PUTATIVE	RNF40-010	ENSG00000103549.17	ENST00000565995.1
chr16	30773643	30786502	+	HAVANA	transcript	protein_coding	KNOWN	RNF40	protein_coding	NOVEL	RNF40-011	ENSG00000103549.17	ENST00000563683.1
chr16	30773643	30786536	+	HAVANA	transcript	protein_coding	KNOWN	RNF40	protein_coding	KNOWN	RNF40-009	ENSG00000103549.17	ENST00000357890.5
chr16	30773644	30774870	+	HAVANA	transcript	protein_coding	KNOWN	RNF40	protein_coding	PUTATIVE	RNF40-015	ENSG00000103549.17	ENST00000565931.1
chr16	30789778	30798523	-	HAVANA	transcript	protein_coding	KNOWN	ZNF629	protein_coding	KNOWN	ZNF629-001	ENSG00000102870.4	ENST00000262525.4
chr16	30844947	30905623	-	HAVANA	transcript	protein_coding	KNOWN	BCL7C	protein_coding	KNOWN	BCL7C-002	ENSG00000099385.7	ENST00000380317.4
chr16	30862567	30905263	-	HAVANA	transcript	protein_coding	KNOWN	BCL7C	protein_coding	PUTATIVE	BCL7C-004	ENSG00000099385.7	ENST00000572628.1
chr16	30899116	30906281	-	HAVANA	transcript	protein_coding	KNOWN	BCL7C	protein_coding	KNOWN	BCL7C-001	ENSG00000099385.7	ENST00000215115.4
chr16	30907928	30914881	+	HAVANA	transcript	protein_coding	KNOWN	CTF1	protein_coding	KNOWN	CTF1-001	ENSG00000150281.6	ENST00000279804.2
chr16	30907959	30914868	+	HAVANA	transcript	protein_coding	KNOWN	CTF1	protein_coding	KNOWN	CTF1-002	ENSG00000150281.6	ENST00000395019.3
chr16	30934376	30937252	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	KNOWN	FBXL19-007	ENSG00000099364.12	ENST00000562798.1
chr16	30934392	30960097	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	PUTATIVE	FBXL19-004	ENSG00000099364.12	ENST00000471231.2
chr16	30935418	30960104	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	KNOWN	FBXL19-002	ENSG00000099364.12	ENST00000338343.4
chr16	30935896	30958770	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	KNOWN	FBXL19-001	ENSG00000099364.12	ENST00000562319.1
chr16	30935896	30960104	+	ENSEMBL	transcript	protein_coding	KNOWN	FBXL19	protein_coding	KNOWN	FBXL19-201	ENSG00000099364.12	ENST00000380310.2
chr16	30936971	30959339	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	NOVEL	FBXL19-005	ENSG00000099364.12	ENST00000565690.1
chr16	30937213	30960104	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	NOVEL	FBXL19-003	ENSG00000099364.12	ENST00000427128.1
chr16	30953696	30959333	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	PUTATIVE	FBXL19-008	ENSG00000099364.12	ENST00000566320.2
chr16	30953753	30958972	+	HAVANA	transcript	protein_coding	KNOWN	FBXL19	protein_coding	NOVEL	FBXL19-009	ENSG00000099364.12	ENST00000565939.1
chr16	30960387	30966259	+	HAVANA	transcript	protein_coding	KNOWN	ORAI3	protein_coding	KNOWN	ORAI3-001	ENSG00000175938.6	ENST00000318663.4
chr16	30960444	30965827	+	HAVANA	transcript	protein_coding	KNOWN	ORAI3	protein_coding	NOVEL	ORAI3-002	ENSG00000175938.6	ENST00000566237.1
chr16	30960473	30967782	+	HAVANA	transcript	protein_coding	KNOWN	ORAI3	protein_coding	NOVEL	ORAI3-005	ENSG00000175938.6	ENST00000562699.1
chr16	30968615	30996437	+	HAVANA	transcript	protein_coding	KNOWN	SETD1A	protein_coding	KNOWN	SETD1A-001	ENSG00000099381.12	ENST00000262519.8
chr16	30969077	30975516	+	HAVANA	transcript	protein_coding	KNOWN	SETD1A	protein_coding	KNOWN	SETD1A-002	ENSG00000099381.12	ENST00000452917.1
chr16	30996519	31000473	+	HAVANA	transcript	protein_coding	KNOWN	HSD3B7	protein_coding	KNOWN	HSD3B7-201	ENSG00000099377.9	ENST00000353250.5
chr16	30996528	31000467	+	HAVANA	transcript	protein_coding	KNOWN	HSD3B7	protein_coding	KNOWN	HSD3B7-002	ENSG00000099377.9	ENST00000262520.6
chr16	30996532	31000473	+	HAVANA	transcript	protein_coding	KNOWN	HSD3B7	protein_coding	KNOWN	HSD3B7-001	ENSG00000099377.9	ENST00000297679.5
chr16	30996536	30998028	+	HAVANA	transcript	protein_coding	KNOWN	HSD3B7	protein_coding	NOVEL	HSD3B7-003	ENSG00000099377.9	ENST00000562932.1
chr16	30996537	30998024	+	HAVANA	transcript	protein_coding	KNOWN	HSD3B7	protein_coding	KNOWN	HSD3B7-004	ENSG00000099377.9	ENST00000574447.1
chr16	30996808	30997533	-	ENSEMBL	transcript	protein_coding	KNOWN	AC135048.1	protein_coding	KNOWN	AC135048.1-201	ENSG00000268863.1	ENST00000602217.1
chr16	31000577	31021949	-	HAVANA	transcript	protein_coding	KNOWN	STX1B	protein_coding	KNOWN	STX1B-001	ENSG00000099365.5	ENST00000215095.5
chr16	31000579	31012276	-	HAVANA	transcript	protein_coding	KNOWN	STX1B	protein_coding	PUTATIVE	STX1B-002	ENSG00000099365.5	ENST00000569638.1
chr16	31004029	31021717	-	HAVANA	transcript	protein_coding	KNOWN	STX1B	protein_coding	PUTATIVE	STX1B-003	ENSG00000099365.5	ENST00000565419.1
